739539,-3198735,2453333,-68813,-43887,19543
741725,-3197895,2314376,-69055,-43807,20531
752237,-3201549,2444745,-68791,-43719,19541
760157,-3195578,2318223,-68738,-43725,20477
744423,-3196703,2445075,-68907,-43750,19987
749301,-3193786,2326580,-68846,-43595,20114
735622,-3200473,2444331,-68785,-43786,19833
767540,-3199796,2312417,-68588,-43661,20503
743482,-3201005,2440754,-68822,-43857,19361
750792,-3194318,2321405,-68559,-43727,20847
741769,-3204462,2443685,-68705,-43825,19283
752754,-3195386,2311980,-68606,-43661,20717
739704,-3196710,2449806,-68972,-43837,19256
741645,-3199850,2317995,-68542,-43706,20901
749039,-3210698,2434770,-68697,-43630,19203
747173,-3192293,2321022,-68764,-43785,20716
755449,-3203091,2439287,-68900,-43627,19827
751163,-3201475,2323718,-68804,-43707,20215
740848,-3205576,2444880,-68819,-43657,19882
743889,-3192887,2323240,-68930,-43823,20245
749915,-3201985,2439104,-68893,-43598,19881
758502,-3194807,2320997,-68774,-43846,20372
748477,-3203527,2438520,-68802,-43596,19596
740102,-3195029,2326559,-68815,-43931,20532
738016,-3206488,2440642,-68629,-43754,19416
745314,-3199900,2321253,-68545,-43776,20899
745263,-3204101,2437609,-68879,-43584,19126
750787,-3198760,2318261,-68761,-43828,20791
745128,-3199563,2437987,-68774,-43736,19493
739892,-3199040,2320574,-68884,-43748,20558
744918,-3203587,2435275,-68669,-43605,19677
753095,-3200529,2323753,-68800,-43871,20266
744407,-3203054,2435875,-68854,-43596,19988
753023,-3191578,2320547,-68882,-43741,20218
739199,-3202379,2435313,-68844,-43726,19885
752973,-3196015,2329922,-68772,-43666,20164
739299,-3202564,2438272,-68843,-43779,19806
752336,-3193135,2333881,-68816,-43630,20660
743471,-3202925,2428439,-68790,-43728,19416
750791,-3201087,2330642,-68593,-43728,20686
747064,-3205249,2437858,-68936,-43822,19306
752338,-3195152,2327928,-68611,-43605,20871
743702,-3209815,2428209,-68779,-43808,19257
750554,-3194149,2327691,-68690,-43596,20767
745316,-3201879,2428604,-68788,-43891,19545
743878,-3197271,2332706,-68600,-43672,20272
746442,-3197703,2429716,-68740,-43812,20173
745870,-3200834,2332310,-68877,-43683,19876
746426,-3195440,2426542,-68815,-43760,20121
740062,-3206123,2341938,-68735,-43652,20163
742673,-3193147,2423239,-68977,-43688,20071
749131,-3202705,2345472,-68765,-43672,20160
737632,-3199233,2422434,-68954,-43744,19731
743197,-3198875,2339689,-68844,-43687,20633
730624,-3197593,2424673,-69066,-43839,19445
743162,-3198806,2343001,-68625,-43662,20791
749040,-3201638,2413061,-68918,-43729,19390
752629,-3197963,2339838,-68661,-43738,20527
746740,-3200079,2416788,-68921,-43764,19834
747089,-3203577,2345711,-68775,-43659,20343
746570,-3195423,2416920,-68897,-43608,19889
745475,-3202899,2351341,-68894,-43679,20002
751814,-3209298,2414728,-68766,-43657,20223
734847,-3199086,2350432,-68907,-43859,19901
750030,-3203815,2408194,-68953,-43622,20094
749233,-3200761,2351528,-68752,-43776,20107
741327,-3203290,2404112,-68937,-43684,19837
741347,-3198054,2358150,-68746,-43680,20527
743422,-3206928,2403820,-68995,-43774,19599
744926,-3200133,2358441,-68762,-43697,20577
739785,-3204781,2400438,-69113,-43780,19548
737423,-3197897,2361229,-68967,-43631,20526
748638,-3205351,2401351,-68951,-43670,19808
747162,-3204063,2367237,-68729,-43791,20182
739320,-3197463,2391802,-69131,-43695,20022
745207,-3200716,2367086,-68974,-43778,20103
741088,-3200523,2389125,-68888,-43653,20259
741945,-3196829,2369409,-68895,-43741,19767
741116,-3207178,2392376,-68750,-43706,20335
743618,-3202042,2369894,-68709,-43672,19976
741544,-3198858,2388531,-68825,-43737,19972
748670,-3206968,2367716,-68796,-43718,20337
739632,-3204393,2394520,-68982,-43599,19708
741315,-3198329,2370549,-68837,-43885,20522
736365,-3202499,2384722,-68833,-43663,19661
741224,-3200333,2370570,-68802,-43654,20419
736339,-3200348,2384780,-68913,-43815,19764
742939,-3201344,2370663,-68985,-43660,20364
739479,-3204028,2385614,-68900,-43596,20024
743623,-3204391,2369755,-68987,-43824,19867
744551,-3195686,2380258,-68913,-43591,20470
745613,-3203476,2372595,-68975,-43734,19606
744744,-3200352,2380268,-68808,-43824,20572
745412,-3209714,2369876,-68882,-43604,19762
730397,-3194280,2381991,-68931,-43652,20108
750631,-3201737,2373801,-68765,-43832,20284
748658,-3200707,2385888,-68973,-43643,19943
