1104921,-3186420,2400213,-68949,-43406,28759
1100936,-3188945,2443681,-68783,-43337,28649
1108449,-3186166,2400642,-68821,-43347,28916
1106597,-3185802,2440578,-68854,-43469,28569
1106701,-3185258,2403638,-68772,-43467,28968
1099667,-3190676,2439941,-68651,-43516,28441
1095763,-3192052,2406295,-68716,-43464,28969
1106356,-3183295,2440742,-68930,-43312,28596
1110188,-3191667,2407175,-68768,-43458,29042
1101262,-3193669,2437016,-68890,-43392,28360
1097541,-3184392,2409375,-68851,-43523,28943
1104627,-3188819,2434499,-68873,-43355,28648
1103228,-3187708,2403202,-68778,-43451,28786
1106479,-3185495,2434620,-68768,-43365,28728
1097870,-3186976,2412068,-68724,-43504,28682
1102660,-3189708,2431518,-68880,-43292,28754
1108547,-3188654,2409814,-68787,-43426,28809
1108067,-3190755,2437999,-68888,-43268,28699
1097861,-3189069,2409062,-68648,-43452,28735
1101236,-3189056,2424825,-68871,-43493,28650
1102706,-3187239,2413009,-68871,-43291,28941
1114226,-3192391,2425207,-68758,-43484,28490
1103015,-3192028,2415928,-68673,-43424,28888
1099620,-3183751,2421394,-68793,-43512,28602
1108618,-3188807,2415994,-68655,-43454,28809
1104655,-3188692,2425241,-68874,-43354,28728
1108514,-3188745,2419163,-68699,-43427,28808
1094008,-3184758,2421334,-68800,-43483,28708
1108711,-3188944,2415773,-68740,-43455,28651
1100930,-3182151,2428275,-68884,-43463,28887
1103102,-3192116,2412525,-68845,-43374,28652
1101302,-3186870,2424884,-68683,-43495,28757
1112132,-3190758,2416274,-68667,-43317,28782
1097813,-3182775,2421299,-68877,-43656,28653
1113922,-3191797,2416419,-68675,-43326,28807
1092143,-3183690,2421136,-68968,-43472,28602
1102964,-3192170,2422056,-68850,-43526,28806
1090908,-3187805,2423570,-68849,-43754,28366
1090641,-3189472,2414827,-68735,-43673,28734
1090484,-3187350,2427026,-68983,-43568,28443
1098928,-3191510,2422010,-68795,-42812,28578
1139337,-3195414,2445789,-69042,-40529,29094
1093402,-3187742,2405570,-69047,-38456,29810
1137672,-3188678,2444415,-69070,-39455,29704
1086299,-3193614,2419482,-69157,-41145,28380
1089368,-3182489,2422597,-68871,-39757,29621
999284,-3202390,2421691,-68881,-45499,27020
1034182,-3189927,2432473,-69760,-46971,25532
1021757,-3165191,2392955,-68283,-40252,29499
1002109,-3217200,2430169,-69059,-42828,26768
1058516,-3159707,2462422,-69596,-42633,27726
980622,-3175540,2412098,-68768,-41944,29670
996696,-3205715,2440392,-68827,-44019,24498
986834,-3194782,2448437,-69063,-42364,26885
811150,-3132562,2369314,-69202,-41827,30001
882958,-3195724,2476962,-69075,-48937,22328
867606,-3201559,2419200,-68932,-45102,23777
869778,-3149675,2402255,-68716,-40880,28757
838512,-3213902,2451863,-69075,-45675,23718
795747,-3159779,2432766,-69336,-46673,25674
775100,-3165847,2400532,-69349,-48049,22701
733181,-3201976,2391099,-67878,-44225,22197
692886,-3153519,2444861,-69900,-47776,25222
737785,-3163991,2449153,-69329,-47910,22888
628962,-3164710,2364498,-68613,-44713,22887
716249,-3202066,2520959,-69330,-50739,20763
562972,-3156321,2397347,-69731,-47991,21566
591022,-3135527,2416005,-68559,-47239,24473
516874,-3206653,2453896,-69947,-54033,16293
451621,-3137722,2383626,-69275,-48115,20856
499408,-3145480,2456765,-68797,-52552,22287
387547,-3192940,2432152,-69931,-53811,14752
380291,-3132492,2400756,-68674,-49515,21056
352951,-3161248,2443481,-69871,-55381,17943
293512,-3154228,2412459,-69004,-51164,16337
327281,-3170643,2477247,-69083,-55590,18548
232916,-3143007,2383843,-69711,-53365,15169
181793,-3134181,2415996,-68907,-53606,17588
159063,-3162978,2450481,-70697,-59405,14808
124959,-3124607,2385565,-68361,-51932,15570
101138,-3164484,2469424,-69925,-59559,15064
50550,-3125260,2423052,-69906,-55659,13562
-30733,-3134735,2382190,-68206,-55038,15987
-5029,-3150918,2506484,-70842,-62197,11702
-85339,-3124172,2368253,-68956,-53381,14030
29772,-3167386,2513934,-68136,-58900,14082
-225555,-3119028,2409181,-71840,-62314,8995
-113407,-3127093,2410837,-67970,-55738,15511
-297303,-3134199,2399050,-70686,-62405,9103
-254319,-3141949,2448225,-68878,-60028,10262
-385586,-3088041,2398220,-70238,-61557,13173
-392964,-3160717,2448251,-69195,-63877,6825
-491056,-3102195,2407100,-69422,-62373,9185
-522382,-3132716,2474520,-69843,-67415,9447
-604306,-3103831,2393712,-69656,-63320,6917
-572159,-3146642,2462102,-69031,-67559,7511
-669790,-3090157,2422578,-70293,-66103,6859
-722530,-3120014,2399070,-69511,-65712,7271
-692011,-3111486,2480312,-69697,-68667,5872
-909675,-3094447,2368476,-70440,-67773,5023
-720232,-3094899,2514505,-69308,-68854,6900
-1007595,-3109209,2379347,-70472,-68764,3631
-941940,-3102710,2416490,-69314,-67986,5110
-831149,-3107983,2551602,-70079,-72931,4200
-1229206,-3086013,2312200,-70325,-68725,4111
-1032626,-3095961,2501289,-69866,-73323,3075
-1164693,-3142537,2428549,-69626,-71974,1924
-1314941,-3042768,2375604,-70823,-73344,4051
-1111956,-3104326,2554283,-69450,-76149,1194
-1535927,-3119094,2321448,-69911,-72977,333
-1305397,-3058950,2502086,-70877,-78048,2918
-1309523,-3130665,2476858,-69216,-73405,576
-1589154,-3063918,2367466,-71240,-77443,-76
-1500926,-3061304,2495804,-69899,-79116,321
-1538596,-3154904,2433767,-69198,-76126,-260
-1662010,-3037118,2458326,-71575,-80830,-1627
-1594711,-3100916,2483011,-68597,-76420,-151
-1896434,-3081741,2361245,-71151,-81203,-2099
-1808266,-3059387,2424889,-70195,-82937,-2809
-1664224,-3098983,2519402,-68739,-79508,-993
-2214342,-3028319,2304745,-71649,-86074,-4751
-2019634,-3094607,2477009,-68437,-85225,-3233
-1939943,-3071433,2513111,-71034,-85949,-3001
-2193714,-3063891,2362247,-69433,-82050,-4468
-2090988,-3076071,2522413,-69770,-89596,-5656
-2393161,-3056973,2312316,-70926,-85434,-4539
-2282444,-3064556,2405359,-69589,-88748,-4600
-2138184,-3074362,2547633,-70028,-89894,-7737
-2628852,-3053673,2280724,-70350,-88567,-5180
-2479541,-3049609,2490065,-70843,-95960,-6438
-2371886,-3079468,2491758,-69171,-89474,-7854
-2729533,-3069680,2349041,-70216,-93917,-7393
-2669179,-3031201,2428012,-70702,-98202,-8359
-2476763,-3072108,2508474,-69105,-91615,-6689
-2990074,-3025981,2311493,-71738,-99087,-10055
-2848500,-3067797,2426318,-68826,-98568,-9134
-2701977,-3029327,2525631,-70543,-99301,-8320
-3024805,-3076869,2352130,-69754,-98742,-10933
-3002238,-3029264,2420197,-70925,-101521,-10680
-2795690,-3058257,2529837,-69626,-99383,-8528
-3216505,-3015579,2325309,-71351,-101355,-12292
-3074800,-3052655,2444909,-69642,-101093,-10602
-2953065,-3062226,2534031,-70493,-101784,-11533
-3303494,-3018204,2357258,-69922,-99791,-11543
-3222905,-3041208,2475121,-70461,-105333,-12291
-3187302,-3041614,2426421,-69966,-97625,-12419
-3321435,-3035240,2424069,-70789,-105212,-11862
-3267168,-2993505,2495646,-70609,-102534,-12770
-3386445,-3091185,2403352,-69713,-101658,-12943
-3457904,-3017759,2466087,-71156,-109036,-14329
-3415828,-2989092,2457121,-69666,-102128,-12469
-3611725,-3088612,2406987,-70248,-109850,-14996
-3612624,-2996580,2383879,-71034,-107788,-16076
-3462693,-2998296,2521268,-69826,-105730,-12261
-3781218,-3064624,2373558,-71040,-109880,-16713
-3683544,-3013416,2444950,-69651,-106381,-15317
-3556309,-3021757,2576533,-70925,-110829,-13705
-4032351,-3015792,2302321,-70597,-109251,-17720
-3948271,-3029601,2424707,-70184,-115094,-17259
-3789383,-2995686,2553129,-70775,-114668,-16540
-4145486,-3027766,2343694,-69881,-112611,-17764
-3998543,-2997755,2480433,-71857,-118725,-18277
-4011799,-3029656,2425425,-69554,-111825,-18176
-4331324,-2986302,2392165,-72578,-122547,-19858
-4220397,-2981978,2435569,-69607,-116448,-18105
-4118880,-3087191,2505912,-70953,-120639,-21382
-4427784,-2956117,2366754,-71176,-122089,-20422
-4313295,-2975886,2434546,-70965,-118626,-18912
-4352703,-3054440,2479596,-70906,-123576,-22645
-4530493,-2980093,2358871,-70615,-119832,-21290
-4318770,-2996426,2542009,-70570,-125638,-20362
-4505058,-3044424,2415508,-71018,-123113,-24642
-4611078,-2957647,2358336,-70395,-123013,-21094
-4609056,-2986469,2477699,-72270,-128325,-24676
-4492059,-3055039,2450154,-69213,-121769,-23297
-4730945,-2952240,2404805,-71742,-128955,-24483
-4603313,-2993588,2469434,-71040,-124206,-25864
-4644806,-2974192,2459201,-70633,-122692,-21917
-4792787,-2997209,2405502,-71541,-128764,-28153
-4602880,-2975853,2485965,-70211,-125618,-26123
-4676241,-2998848,2464653,-71349,-126692,-25446
-4818382,-2987693,2400545,-70735,-126749,-29110
-4692594,-2981841,2473429,-71290,-127142,-26769
-4926483,-2959709,2349769,-71553,-123801,-27718
-4751834,-3005505,2531922,-70281,-130885,-29210
-4799242,-2961199,2451598,-71513,-123734,-28739
-5074390,-2964663,2354870,-71062,-129803,-28363
-4841321,-2981190,2544274,-70802,-128977,-31177
-4994010,-2970735,2387438,-72034,-125194,-28896
-5140026,-2953317,2401248,-70848,-133600,-30275
-4926348,-2956738,2502082,-71677,-129769,-32846
-4959079,-3033838,2479234,-69949,-131346,-30007
-5288903,-2901985,2326997,-72723,-133985,-32568
-5084902,-2984344,2419098,-71266,-130593,-32454
-5097978,-2966440,2430358,-71154,-129663,-31239
-5195952,-2964847,2449325,-71761,-133653,-33801
-5040744,-2932932,2542446,-70601,-129521,-31102
-5474049,-2970961,2332614,-71641,-132252,-34078
-5240443,-2963433,2497415,-70463,-135568,-34186
-5165938,-2943733,2487387,-72129,-132193,-33204
-5479785,-2966403,2350734,-71451,-135149,-34644
-5218281,-2949031,2517139,-71080,-133517,-35332
-5517433,-2950443,2364703,-72271,-134358,-34998
-5405317,-2972871,2466926,-71103,-136915,-33941
-5197957,-2927391,2572765,-71706,-134315,-35979
-5755476,-2951724,2300890,-71787,-138199,-37648
-5545895,-2949666,2444110,-70781,-138952,-34523
-5330643,-2933408,2556847,-72185,-138637,-37641
-5767166,-2957254,2326607,-70495,-137171,-37082
-5635609,-2928785,2469827,-72531,-143071,-37148
-5503002,-2944583,2470675,-70998,-137112,-37632
-5796751,-2945838,2341128,-72507,-143249,-38099
-5632480,-2936119,2459320,-71554,-142334,-39846
-5607990,-2931057,2493705,-71484,-140041,-36165
-5937320,-2922670,2365133,-72272,-146206,-40183
-5786725,-2931524,2440902,-70635,-143882,-41334
-5656909,-2963715,2524736,-71754,-147280,-39087
-6010868,-2900794,2315858,-72024,-144900,-41541
-5831860,-2926141,2460986,-72262,-147760,-41470
-5821390,-2945112,2448908,-71557,-145466,-40750
-6040972,-2921555,2360949,-72264,-147285,-42688
-5832228,-2908085,2527735,-71211,-148681,-41810
-6132577,-2935509,2336688,-72450,-148057,-44806
-5984008,-2930032,2417293,-71257,-148839,-41596
-5812998,-2897934,2548245,-72362,-149597,-44834
-6326526,-2923639,2287113,-71766,-148874,-45384
-6117862,-2906925,2451954,-71766,-153046,-42762
-5983043,-2904414,2530735,-72001,-151121,-47422
-6368249,-2924895,2313078,-71161,-152671,-45292
-6234253,-2894608,2414086,-73134,-156543,-47239
-6106148,-2885037,2474248,-71270,-153920,-47613
-6299646,-2942320,2359516,-71383,-155274,-46599
-6278596,-2877689,2383431,-72866,-157316,-50425
-6107034,-2865539,2493464,-71271,-153607,-45495
-6350214,-2931833,2382007,-72188,-157413,-49371
-6248102,-2892376,2385248,-72195,-155706,-50969
-6023361,-2868104,2521683,-71915,-157283,-46393
-6191071,-2930228,2305883,-72954,-158041,-52703
-767364,-3267341,2117784,-67468,-78749,-16539
-217716,-3202960,2948741,-70412,-98893,20997
232319,-3056096,2282035,-72842,-57251,23269
-316316,-3206633,2202868,-64451,-57526,10993
-346981,-2902112,2327559,-75442,-70482,2612
-417657,-3191785,2564943,-67519,-97240,-1334
-221585,-3018215,2421617,-71875,-71846,12430
-36037,-3263487,2290045,-66729,-68432,-4456
-372127,-3257637,2380697,-69552,-82702,9589
-370647,-2894311,2365930,-71321,-70967,19868
-361107,-3066924,2296996,-68696,-73429,1756
-137808,-3170262,2472539,-70659,-82950,-1645
-117431,-3164549,2379547,-70267,-73760,1381
-510004,-3035979,2313643,-69683,-71706,4053
-240181,-3238561,2565764,-65575,-86209,25292
-332381,-2960461,2245637,-75049,-72286,22441
-193898,-3282610,2370798,-66962,-68513,-9518
-259761,-3013144,2297273,-72372,-74147,-6802
-323905,-3010927,2468182,-68386,-77249,11569
-46469,-3166616,2374579,-69054,-71626,19434
-388545,-3043584,2305816,-73918,-78788,12607
-338973,-3248734,2467041,-65909,-75643,-5370
-66688,-2961461,2368305,-71370,-64036,4724
-401207,-3247320,2380215,-69560,-76313,7193
-170771,-3117221,2389478,-70042,-78960,17183
-96409,-3141397,2433623,-69232,-72526,4808
-287603,-2969020,2325157,-70733,-67423,4259
-274646,-3149115,2442147,-67784,-77193,4842
-275324,-3172633,2397750,-70226,-77226,7294
-231261,-3022999,2349925,-71030,-72624,13491
-255759,-3208015,2425916,-67604,-71820,4570
-257053,-3057821,2367292,-70643,-74332,6748
-252486,-3155428,2374846,-69401,-74769,3436
-258909,-3050091,2415453,-71095,-74470,11144
-251972,-3151476,2367018,-68079,-72629,7379
-257212,-3107648,2407378,-70600,-73854,7562
-267333,-3095686,2354556,-69873,-74391,6853
-242194,-3136370,2409417,-69573,-74465,4998
-253429,-3097520,2373666,-69389,-72549,7697
-258669,-3130787,2390161,-69478,-74697,9051
-250706,-3093223,2397387,-70083,-74365,9368
-245795,-3132840,2365051,-69345,-72656,4032
-245013,-3090322,2409841,-70173,-74361,5505
-259089,-3124990,2368616,-69172,-73412,8808
-246449,-3112935,2409150,-70103,-74757,10633
-257460,-3111330,2371264,-69376,-72468,6260
-245127,-3106023,2388617,-69940,-73765,3736
-264532,-3113080,2399236,-69942,-74580,7175
-242134,-3111375,2379810,-69577,-73182,11071
-252995,-3112140,2398028,-69822,-73578,7519
-258288,-3113291,2385828,-69680,-73721,4315
-242794,-3116689,2397092,-69830,-73947,6808
-251137,-3111548,2379533,-69387,-73133,9381
-243824,-3108635,2386096,-69900,-73725,7674
-257653,-3123852,2385144,-69339,-73814,5775
-235158,-3097817,2380942,-69722,-73432,8071
-247132,-3124420,2397865,-69526,-73307,7101
-258056,-3102525,2384690,-69800,-73428,7214
-250009,-3123083,2387700,-69377,-73683,6973
-241917,-3095412,2385441,-69957,-73358,8984
-243898,-3126793,2380772,-69246,-73389,6270
-258719,-3111854,2395403,-69732,-73643,6218
-257154,-3108896,2383200,-69550,-73142,8025
-242722,-3115575,2396848,-69653,-73802,8480
-254290,-3102404,2378548,-69665,-73269,7139
-245746,-3123829,2389525,-69707,-73455,5873
-255352,-3101383,2395448,-69637,-73127,7842
-247711,-3119180,2383418,-69610,-73500,7938
-252522,-3110460,2391409,-69765,-73866,7467
-248779,-3112102,2378823,-69451,-72992,6981
-246955,-3118196,2397454,-69798,-73538,6942
-258299,-3104177,2379078,-69508,-73246,7584
-241475,-3119160,2391976,-69596,-73847,7437
-264427,-3109059,2385721,-69630,-73004,7792
-243346,-3113504,2394534,-69639,-73275,6920
-253752,-3112088,2384203,-69711,-73687,6870
-249540,-3107083,2386202,-69581,-73312,7813
-251233,-3119446,2385884,-69776,-73381,7546
-258606,-3099537,2388455,-69613,-73012,7481
-244139,-3120200,2387284,-69440,-73717,6580
-260415,-3105194,2388574,-69650,-73309,7685
-247602,-3110443,2382847,-69726,-73194,7498
-254907,-3115188,2394754,-69833,-73210,7287
-256513,-3109832,2385389,-69674,-73433,7552
-243625,-3117559,2388692,-69845,-73320,7100
-262202,-3101815,2381930,-69800,-73044,7376
-248584,-3123907,2394170,-69739,-73634,6915
-251753,-3109931,2386786,-69519,-73297,8205
-252637,-3112271,2388237,-69680,-73353,7211
-254117,-3115971,2387452,-69773,-73196,6662
-251279,-3108351,2388906,-69668,-73202,7526
-251354,-3123767,2389364,-69675,-73507,7805
-251490,-3103577,2389169,-69512,-72970,7661
-253071,-3128353,2389695,-69520,-73802,6369
-249663,-3102396,2383062,-69597,-73029,7713
-251501,-3114776,2392366,-69710,-73250,7679
-249437,-3111872,2401210,-69728,-73187,7286
-253007,-3109532,2385390,-69800,-73066,7239
-247412,-3115370,2398010,-69746,-73301,7206
-253103,-3104768,2376550,-69518,-73065,7689
-248596,-3115220,2400378,-69692,-73737,7021
-249919,-3106437,2380350,-69625,-72973,7894
-247461,-3113222,2401198,-69781,-73428,7309

